iter	Logloss
260	0.4111348217
261	0.4109383262
262	0.4106756137
263	0.4104353094
264	0.4101626994
265	0.4099362902
266	0.4097354804
267	0.4094308641
268	0.4091398269
269	0.4087756349
270	0.4084738778
271	0.4082167615
272	0.4079450041
273	0.4075992324
274	0.407345277
275	0.4071517667
276	0.4069099451
277	0.4067769094
278	0.406545559
279	0.4062487647
280	0.4061009674
281	0.4058172405
282	0.405616118
283	0.4055803658
284	0.4053647511
285	0.4050856807
286	0.4048779261
287	0.4045993695
288	0.4043706194
289	0.4041753773
290	0.4039568958
291	0.4037305715
292	0.4034644199
293	0.4033358466
294	0.4029923557
295	0.4028118844
296	0.4025988996
297	0.4023915752
298	0.4021398355
299	0.4019438486
300	0.4017893098
301	0.4015871224
302	0.4013710141
303	0.401088179
304	0.4009015903
305	0.4007193011
306	0.4005143409
307	0.4004551594
308	0.4001434582
309	0.4000919801
310	0.3997865829
311	0.3996228746
312	0.3995432286
313	0.3994464131
314	0.3992067562
315	0.3990403898
316	0.398772892
317	0.398606306
318	0.3983554747
319	0.3980971099
320	0.3978403089
321	0.3976774336
322	0.3974994271
323	0.3972986103
324	0.3971986456
325	0.396931791
326	0.3968522818
327	0.3966945915
328	0.3964812481
329	0.3962858364
330	0.3959621025
331	0.3957382675
332	0.3955283604
333	0.3954123085
334	0.3951941588
335	0.3949824155
336	0.3947648763
337	0.3946798946
338	0.3944625171
339	0.3943124144
340	0.3942042727
341	0.394073951
342	0.3938980266
343	0.3936986208
344	0.3936789617
345	0.3935719324
346	0.3934210872
347	0.393328508
348	0.3931101744
349	0.3928818107
350	0.3926721793
351	0.3925394662
352	0.3923709286
353	0.3922142716
354	0.3921768741
355	0.3919532269
356	0.3917862696
357	0.391649102
358	0.3914470196
359	0.3912714007
360	0.3911744467
361	0.3910491729
362	0.3909056789
363	0.3906742444
364	0.390471014
365	0.3903318234
366	0.3901458969
367	0.390070074
368	0.3898985599
369	0.3897129968
370	0.3895644129
371	0.3893411572
372	0.3891725
373	0.3890288588
374	0.3887862074
375	0.3886884714
376	0.3885430679
377	0.3885082707
378	0.3883944658
379	0.388233582
380	0.3880404772
381	0.3878902553
382	0.38781476
383	0.3876770978
384	0.3874956863
385	0.3872755735
386	0.3871066471
387	0.3870567944
388	0.3870359693
389	0.3869639994
390	0.3868666205
391	0.386725288
392	0.3865565509
393	0.386401493
394	0.3862795462
395	0.386122763
396	0.3860037052
397	0.3858353896
398	0.3857338839
399	0.3856155038
400	0.3854953013
401	0.3853503439
402	0.3851560139
403	0.3849742115
404	0.3848858175
405	0.3847675498
406	0.3846445914
407	0.3846292804
408	0.3845368725
409	0.3843572142
410	0.3842898777
411	0.3841219691
412	0.3839411077
413	0.3838231365
414	0.3836607697
415	0.3835932617
416	0.3834615705
417	0.383336945
418	0.3832812748
419	0.383135259
420	0.383049491
421	0.3828996944
422	0.3827145455
423	0.3825112768
424	0.3823880358
425	0.3822778564
426	0.3821776447
427	0.3821022729
428	0.3819645838
429	0.3817873854
430	0.3817125702
431	0.3816042737
432	0.3815603495
433	0.3814180744
434	0.38139645
435	0.3812610125
436	0.3810922864
437	0.3810087452
438	0.3808732824
439	0.3806841582
440	0.3805760634
441	0.380476298
442	0.3803666453
443	0.3803495466
444	0.3802814089
445	0.3801728541
446	0.3799894482
447	0.3798794887
448	0.3797283311
449	0.3797057194
450	0.379552336
451	0.3795133753
452	0.3795109543
453	0.3794334453
454	0.3793718405
455	0.3793500798
456	0.379207257
457	0.3791177914
458	0.3790095133
459	0.3789886668
460	0.3789050297
461	0.3787364526
462	0.3786056511
463	0.3785123602
464	0.3783715994
465	0.3782571716
466	0.3780911686
467	0.3780828278
468	0.3780452064
469	0.3778576365
470	0.377824772
471	0.3777483406
472	0.3776660505
473	0.377658332
474	0.3775089052
475	0.3774367033
476	0.3773420338
477	0.3772630494
478	0.3771186599
479	0.3770624982
480	0.3769906623
481	0.3769140429
482	0.3767590358
483	0.3766887723
484	0.3766405795
485	0.3765797754
486	0.3764836083
487	0.3763715797
488	0.3762502266
489	0.3762396594
490	0.3760683636
491	0.3759501039
492	0.3758230474
493	0.3757368943
494	0.3755866549
495	0.3754741556
496	0.3754043908
497	0.3753317561
498	0.3752633687
499	0.3751546706
500	0.3750396793
501	0.3749958538
502	0.3749597728
503	0.3748705026
504	0.3747136875
505	0.3746231003
506	0.3745239374
507	0.3744586923
508	0.3744325538
509	0.3743207887
510	0.3741951578
511	0.3740927274
512	0.3740300591
513	0.373966906
514	0.3739565233
515	0.37389797
516	0.3738219723
517	0.3737217195
518	0.3735552315
519	0.3735354667
520	0.3734550063
521	0.3733262435
522	0.3732148984
523	0.3731525568
524	0.3730801263
525	0.3729459335
526	0.372882518
527	0.3728070806
528	0.3727036682
529	0.3726369921
530	0.3725028721
531	0.3724193473
532	0.3723452355
533	0.3723147677
534	0.3722542288
535	0.3721658884
536	0.3721052016
537	0.3719650969
538	0.3718393206
539	0.3717885451
540	0.3717186053
541	0.3716002221
542	0.3714839036
543	0.3714312723
544	0.3714277849
545	0.3713284459
546	0.371263782
547	0.3711163748
548	0.3710627689
549	0.3709578001
550	0.370903803
551	0.3709028083
552	0.3707792827
553	0.3706725135
554	0.3705980809
555	0.3705427693
556	0.3704309653
557	0.3703284582
558	0.370250587
559	0.3702353338
560	0.37006822
561	0.3699455112
562	0.369857081
563	0.3697779615
564	0.3697068244
565	0.3696112945
566	0.3695267915
567	0.3695083548
568	0.3694720496
569	0.3693936134
570	0.3693508958
571	0.3693463951
572	0.3692733768
573	0.3691812015
574	0.3690808953
575	0.3690350512
576	0.3690029997
577	0.3689127909
578	0.3687934345
579	0.3686731001
580	0.3686543391
581	0.3685920939
582	0.368485742
583	0.3684458053
584	0.3683978708
585	0.3682589341
586	0.3682082406
587	0.3681245525
588	0.3680777089
589	0.368062936
590	0.3680053921
591	0.3679469269
592	0.3679051702
593	0.3677965196
594	0.3677148297
595	0.3676582523
596	0.3676441168
597	0.3676222376
598	0.3675326676
599	0.367471744
600	0.3673958533
601	0.367321154
602	0.3672508566
603	0.367142358
604	0.3670507558
605	0.3670290702
606	0.3670065597
607	0.3669467221
608	0.3669194001
609	0.3667972477
610	0.3667338215
611	0.3666569103
612	0.3665717586
613	0.366537427
614	0.3665069922
615	0.3665034407
616	0.366480397
617	0.366391533
618	0.3663871444
619	0.3662794127
620	0.3662028545
621	0.366108422
622	0.3660549782
623	0.3659865088
624	0.3658730476
625	0.3658238376
626	0.3657966158
627	0.3657652967
628	0.365690065
629	0.3656220786
630	0.365500555
631	0.3654336533
632	0.365342434
633	0.3652548681
634	0.365229596
635	0.3651335857
636	0.365059575
637	0.3649843053
638	0.3649430535
639	0.3648819522
640	0.3648377173
641	0.3647734921
642	0.3647076099
643	0.3646436587
644	0.3645903053
645	0.3645106904
646	0.3645003272
647	0.3644055375
648	0.364359614
649	0.3643511745
650	0.3642530058
651	0.364170006
652	0.364144015
653	0.3641040822
654	0.3640429424
655	0.3639619292
656	0.3639359841
657	0.3638933051
658	0.3637779043
659	0.3636946693
660	0.363691612
661	0.3636135194
662	0.3635615496
663	0.36344444
664	0.3633588322
665	0.3633218113
666	0.3632445219
667	0.363148199
668	0.3630866324
669	0.3630508598
670	0.3630317492
671	0.3629489183
672	0.3628907804
673	0.3628700993
674	0.3627872244
675	0.3626826596
676	0.3626268099
677	0.3625889552
678	0.362573041
679	0.362518104
680	0.3624376491
681	0.3623776971
682	0.3623329588
683	0.3622836155
684	0.3622031399
685	0.3621739668
686	0.3621126409
687	0.3620593864
688	0.3619926537
689	0.3619431778
690	0.3619315353
691	0.3618441765
692	0.3617983645
693	0.3617711655
694	0.3617413547
695	0.3616881274
696	0.3615978655
697	0.3615456473
698	0.3614933267
699	0.3614174692
700	0.3614037036
701	0.3613367088
702	0.361294333
703	0.3612491851
704	0.3611556223
705	0.3610614934
706	0.3610108016
707	0.3609911406
708	0.3609176792
709	0.3608631596
710	0.3607707868
711	0.3606805143
712	0.3606641703
713	0.3606121314
714	0.3606070863
715	0.360600014
716	0.3605634905
717	0.36055604
718	0.3604961623
719	0.360477638
720	0.3604334137
721	0.3604179604
722	0.3603949645
723	0.3603813466
724	0.3603118815
725	0.3602902862
726	0.3602179721
727	0.3601743491
728	0.3601309684
729	0.3600854822
730	0.3600660758
731	0.360059904
732	0.360015967
733	0.3599585113
734	0.3598734244
735	0.3598248415
736	0.3597865539
737	0.3597432395
738	0.3597252858
739	0.3596804955
740	0.3596092463
741	0.3594917309
742	0.3594505975
743	0.3594116567
744	0.3593376766
745	0.3593155695
746	0.359276312
747	0.3592208671
748	0.3592036883
749	0.3591425826
750	0.3591057736
751	0.3590826892
752	0.3590443036
753	0.3589553784
754	0.3589273232
755	0.3588412864
756	0.3588026092
757	0.358714235
758	0.3586568678
759	0.3585910975
760	0.3585367879
761	0.3584917648
762	0.3584509484
763	0.3583890521
764	0.3583768176
765	0.3583621687
766	0.3583263027
767	0.3583097362
768	0.3582652678
769	0.3582369468
770	0.3582335942
771	0.3582151296
772	0.3581644663
773	0.3580943201
774	0.3580579201
775	0.358016014
776	0.3579831421
777	0.3579654053
778	0.3579432033
779	0.3578831401
780	0.3578794675
781	0.3578144221
782	0.3577322067
783	0.3576331067
784	0.3576287116
785	0.3575540105
786	0.3575095036
787	0.3574178642
788	0.3574040846
789	0.3573992914
790	0.3573542013
791	0.3573216983
792	0.3572897018
793	0.3572597673
794	0.3571743526
795	0.3570948126
796	0.3570913076
797	0.35702529
798	0.3569627383
799	0.3569003787
800	0.3568792619
801	0.3568268346
802	0.3568029023
803	0.3567569866
804	0.3566937923
805	0.3565576561
806	0.356555277
807	0.3564864718
808	0.3564447701
809	0.356418823
810	0.3563650169
811	0.3563635551
812	0.3563174676
813	0.3562319508
814	0.3561993337
815	0.3561946421
816	0.3561494718
817	0.3560557926
818	0.3559918034
819	0.3559199952
820	0.3558458234
821	0.3558392167
822	0.3558123287
823	0.3557564942
824	0.3557343866
825	0.3556577882
826	0.3556480856
827	0.355606147
828	0.3555660755
829	0.3555079945
830	0.3555032512
831	0.3554130713
832	0.3553058025
833	0.3552608421
834	0.3552325889
835	0.3552125391
836	0.3551732201
837	0.3551250033
838	0.3550587799
839	0.3550316536
840	0.355021824
841	0.3549960824
842	0.3549774076
843	0.3549764922
844	0.3549462819
845	0.3549146726
846	0.354886071
847	0.3548066826
848	0.354786683
849	0.3547634008
850	0.3547108015
851	0.3546245872
852	0.3546105976
853	0.3545820673
854	0.3545775219
855	0.3545509511
856	0.3545350455
857	0.3544668649
858	0.3544578989
859	0.3544079045
860	0.3544030369
861	0.3542875015
862	0.3542399171
863	0.3541435706
864	0.3541130965
865	0.3540377138
866	0.354010033
867	0.3539333946
868	0.353903589
869	0.3538715542
870	0.3538195165
871	0.3537658405
872	0.3537303664
873	0.3537242297
874	0.3537150621
875	0.3536841127
876	0.3536543665
877	0.3536237302
878	0.3536231265
879	0.3536030371
880	0.3535916539
881	0.3535812195
882	0.353517479
883	0.3535142851
884	0.3534312085
885	0.3533854598
886	0.3533310442
887	0.3533127721
888	0.3532772892
889	0.353275343
890	0.3532113084
891	0.3531621354
892	0.3531225473
893	0.3530694037
894	0.3530668329
895	0.3530220031
896	0.3529359592
897	0.3528580419
898	0.3527739381
899	0.3527243449
900	0.3526954854
901	0.3526825617
902	0.3526790323
903	0.3526370478
904	0.3526137389
905	0.3525602253
906	0.3525381097
907	0.3525020187
908	0.3524569095
909	0.3524340238
910	0.3524266998
911	0.3524135696
912	0.3523712187
913	0.3523041794
914	0.3522647718
915	0.3522139768
916	0.3521817409
917	0.3521175124
918	0.352050604
919	0.3520218208
920	0.351972135
921	0.3519140191
922	0.351869635
923	0.3518510766
924	0.3518443581
925	0.3518133732
926	0.3517854417
927	0.3516877609
928	0.3516719851
929	0.3516516629
930	0.351605664
931	0.3515435989
932	0.3514890679
933	0.3514805908
934	0.3513824146
935	0.351341866
936	0.3513320465
937	0.3512739266
938	0.3512146717
939	0.3511833747
940	0.3511381914
941	0.3511136276
942	0.3510853664
943	0.3510847696
944	0.3510539776
945	0.351003607
946	0.3509695496
947	0.350924991
948	0.3509150823
949	0.3508469241
950	0.3508436219
951	0.350842792
952	0.3508356131
953	0.3507380957
954	0.3507013994
955	0.3506976102
956	0.350696917
957	0.3506788875
958	0.3506634452
959	0.3506240853
960	0.3505752658
961	0.3505014813
962	0.3504525847
963	0.3504127919
964	0.3503657208
965	0.3503442667
966	0.3503077424
967	0.350267359
968	0.35022248
969	0.3501395577
970	0.3500820587
971	0.3500462474
972	0.3500175544
973	0.3499976392
974	0.3499933406
975	0.349915813
976	0.3498549956
977	0.349850203
978	0.3498337166
979	0.3498318105
980	0.3497849652
981	0.3497334847
982	0.3496999945
983	0.349691149
984	0.3496547858
985	0.3496431457
986	0.3496088384
987	0.3495759134
988	0.3495404947
989	0.3494905246
990	0.349468869
991	0.349424938
992	0.349419229
993	0.3493954824
994	0.3493310234
995	0.3493032332
996	0.349275029
997	0.3492510623
998	0.3492145158
999	0.3491835042
1000	0.3491159305
1001	0.3490750961
1002	0.3490609409
1003	0.3490492451
1004	0.3489863535
1005	0.3489774831
1006	0.3489240433
1007	0.3488608761
1008	0.3488258149
1009	0.3488190061
1010	0.3487844798
1011	0.3487611862
1012	0.3487424712
1013	0.3487163138
1014	0.3486762376
1015	0.3486702973
1016	0.3485971824
1017	0.3485710136
1018	0.3485592357
1019	0.3485201834
1020	0.3484690471
1021	0.3484317184
1022	0.3483698948
1023	0.3483409361
1024	0.3482907977
1025	0.3482701032
1026	0.348202421
1027	0.3481697918
1028	0.3481477731
1029	0.3481212227
1030	0.348109049
1031	0.3481084078
1032	0.3480519909
1033	0.3480262936
1034	0.3480258046
1035	0.3480047864
1036	0.3480045185
1037	0.3479963357
1038	0.3479961145
1039	0.3479771653
1040	0.3479590168
1041	0.347937758
1042	0.347884364
1043	0.3478410357
1044	0.3478136948
1045	0.347791323
1046	0.3477344518
1047	0.3476810726
1048	0.3476310325
1049	0.3476105616
1050	0.3475902824
1051	0.3475860892
1052	0.3475228798
1053	0.3474876201
1054	0.3474579465
1055	0.3474182567
1056	0.3473780315
1057	0.3473074068
1058	0.3472492344
1059	0.3472139325
1060	0.3471423092
1061	0.347140665
1062	0.3470907739
1063	0.3470414194
1064	0.3469790702
1065	0.3469322717
1066	0.3468993595
1067	0.3467893532
1068	0.3467726069
1069	0.3467723878
1070	0.3467060944
1071	0.346699521
1072	0.3466688174
1073	0.3466662791
1074	0.3466170489
1075	0.346600827
1076	0.3465776959
1077	0.3465299031
1078	0.3464731991
1079	0.3464530379
1080	0.3464485053
1081	0.3464432991
1082	0.3464400467
1083	0.3464174313
1084	0.3463895578
1085	0.3463677444
1086	0.3463400153
1087	0.3463305397
1088	0.3462870518
1089	0.3462782942
1090	0.3462468702
1091	0.3462244196
1092	0.3461836229
1093	0.3461817795
1094	0.3460909315
1095	0.3460432371
1096	0.3459948424
1097	0.345975639
1098	0.3459081695
1099	0.3458897267
1100	0.3458491492
1101	0.3457983984
1102	0.3457778838
1103	0.3457563684
1104	0.3457547736
1105	0.3457427232
1106	0.3457046661
1107	0.3456770743
1108	0.3456246265
1109	0.3455757572
1110	0.3455623785
1111	0.3455238535
1112	0.3454848421
1113	0.3454631404
1114	0.3453929582
1115	0.3453842915
1116	0.3453816906
1117	0.3453305561
1118	0.3453284745
1119	0.3453161885
1120	0.3452925081
1121	0.345264822
1122	0.345232409
1123	0.3452042681
1124	0.3451899719
1125	0.3451620508
1126	0.3451504763
1127	0.3451448932
1128	0.3451193266
1129	0.3450697264
1130	0.3450093224
1131	0.3449772549
1132	0.3449158532
1133	0.3448693145
1134	0.3448528466
1135	0.3448262006
1136	0.3447681595
1137	0.3447448942
1138	0.3447248077
1139	0.3446541517
1140	0.3446290328
1141	0.3445857277
1142	0.3445741897
1143	0.3445617138
1144	0.3445469633
1145	0.3445015016
1146	0.3444850706
1147	0.3444536484
1148	0.344439096
1149	0.3444305011
1150	0.3444077231
1151	0.3443981352
1152	0.3443770881
1153	0.344326435
1154	0.3443047466
1155	0.3443035117
1156	0.3442576819
1157	0.34418162
1158	0.3441550776
1159	0.3441084942
1160	0.344064837
1161	0.3440148081
1162	0.3440013288
1163	0.3439581332
1164	0.3439566853
1165	0.3439492692
1166	0.3439173617
1167	0.3438969122
1168	0.3438566502
1169	0.3438274539
1170	0.343826144
1171	0.343796079
1172	0.3437896435
1173	0.3437895448
1174	0.3437577635
1175	0.343748543
1176	0.3437162355
1177	0.3437077633
1178	0.3436743963
1179	0.3436650003
1180	0.3435996211
1181	0.3435883935
1182	0.3435575515
1183	0.3435395626
1184	0.3435255103
1185	0.3435208774
1186	0.3434761033
1187	0.343409451
1188	0.3434024142
1189	0.3433638825
1190	0.3433590563
1191	0.3433335418
1192	0.3433305794
1193	0.3433260418
1194	0.3433215845
1195	0.3432857891
1196	0.3432504528
1197	0.3431885707
1198	0.3431846933
1199	0.343156656
1200	0.3431528151
1201	0.3431198428
1202	0.3430967993
1203	0.3430638435
1204	0.343002683
1205	0.3429770206
1206	0.3429368897
1207	0.3429364107
1208	0.3428931145
1209	0.3428751646
1210	0.3428540559
1211	0.3428437437
1212	0.34282481
1213	0.3428087419
1214	0.3427988095
1215	0.342752328
1216	0.3427352596
1217	0.3427027025
1218	0.3426926305
1219	0.342639577
1220	0.3426179683
1221	0.3425956781
1222	0.3425792438
1223	0.3425334756
1224	0.342427016
1225	0.3424261997
1226	0.342320745
1227	0.3423017883
1228	0.3422556305
1229	0.3422487139
1230	0.3422424615
1231	0.342225441
1232	0.3421996293
1233	0.3421796868
1234	0.3421523603
1235	0.342099824
1236	0.3420604294
1237	0.3420027988
1238	0.3420007158
1239	0.3419874477
1240	0.3419226144
1241	0.3418829134
1242	0.3418786626
1243	0.3418633372
1244	0.3418272555
1245	0.3417901477
1246	0.3417852262
1247	0.341764978
1248	0.3417469275
1249	0.3417113408
1250	0.3416650039
1251	0.3416280382
1252	0.3415542531
1253	0.3415190001
1254	0.3415157259
1255	0.3415070334
1256	0.3414663419
1257	0.3414370782
1258	0.34139379
1259	0.3413770125
1260	0.3413573232
1261	0.3413297264
1262	0.3413144301
1263	0.3412899114
1264	0.3412609317
1265	0.3412236286
1266	0.3412069423
1267	0.3411972217
1268	0.3411954209
1269	0.3411857661
1270	0.3411614363
1271	0.3411231678
1272	0.3411177639
1273	0.3411166772
1274	0.3410656955
1275	0.3410422897
1276	0.3410193201
1277	0.3410189756
1278	0.341003154
1279	0.3409875283
1280	0.3409653982
1281	0.340938593
1282	0.3409224527
1283	0.3408770841
1284	0.3408723315
1285	0.340845581
1286	0.3408441002
1287	0.340798637
1288	0.34075676
1289	0.3407160981
1290	0.3406901131
1291	0.3406851544
1292	0.3406717061
1293	0.3406687684
1294	0.3406599759
1295	0.340614751
1296	0.3405713537
1297	0.3405584828
1298	0.3405132204
1299	0.3404426306
1300	0.3404258978
1301	0.3403798527
1302	0.3403613655
1303	0.3403272448
1304	0.340267369
1305	0.3402599616
1306	0.3402212224
1307	0.3402187861
1308	0.3402176656
1309	0.3401829181
1310	0.3401740639
1311	0.3401621875
1312	0.3401208015
1313	0.3400800478
1314	0.340069176
1315	0.3400540715
1316	0.3400200089
1317	0.3399727619
1318	0.3399688425
1319	0.339961919
1320	0.3399568882
1321	0.3399088336
1322	0.3398620182
1323	0.3398452201
1324	0.3398203402
1325	0.3398045554
1326	0.3398010533
1327	0.3397461053
1328	0.3397062194
1329	0.339665503
1330	0.3396451631
1331	0.3396280585
1332	0.3396131978
1333	0.3395916446
1334	0.3395707749
1335	0.3395374734
1336	0.3394841854
1337	0.3394115025
1338	0.3394070935
1339	0.3393586334
1340	0.3393096701
1341	0.33930877
1342	0.3392834053
1343	0.3392786084
1344	0.3392467588
1345	0.33921512
1346	0.339185737
1347	0.3391846696
1348	0.3391719575
1349	0.3391141569
1350	0.3390757269
1351	0.3390488407
1352	0.3390110841
1353	0.3389960248
1354	0.338965771
1355	0.3389657687
1356	0.3389298617
1357	0.338929277
1358	0.3388984962
1359	0.3388673579
1360	0.3388168341
1361	0.3387887865
1362	0.338788347
1363	0.3387630768
1364	0.3387449562
1365	0.3387287061
1366	0.3387066814
1367	0.3386838176
1368	0.3386733066
1369	0.3386346943
1370	0.3386176486
1371	0.3385855017
1372	0.3385822637
1373	0.338564112
1374	0.3385390013
1375	0.3384956875
1376	0.3384645365
1377	0.3384059463
1378	0.3383984264
1379	0.3383816641
1380	0.3382986462
1381	0.338207158
1382	0.3381778645
1383	0.338111525
1384	0.3380826141
1385	0.338054366
1386	0.3380452711
1387	0.3380072688
1388	0.3379798733
1389	0.3379649232
1390	0.3379530638
1391	0.3379207854
1392	0.337878061
1393	0.3378598531
1394	0.3378436972
1395	0.3378403122
1396	0.3377605378
1397	0.3377225496
1398	0.3377037733
1399	0.3376685673
1400	0.3376304403
1401	0.3376011541
1402	0.3375901659
1403	0.3375873767
1404	0.337569021
1405	0.3375517128
1406	0.3375397871
1407	0.337513016
1408	0.3374852949
1409	0.3374702622
1410	0.3374626616
1411	0.3374549765
1412	0.337399652
1413	0.3373635546
1414	0.3373441591
1415	0.3373005837
1416	0.3372765367
1417	0.3372606706
1418	0.3372314338
1419	0.3371920946
1420	0.3371685152
1421	0.3371279179
1422	0.3371026721
1423	0.3370741837
1424	0.337036169
1425	0.3370083026
1426	0.3369871756
1427	0.3369449282
1428	0.3369089426
1429	0.3368781595
1430	0.3368442933
1431	0.3368329472
1432	0.3368160098
1433	0.3368131651
1434	0.336792181
1435	0.33674836
1436	0.3367328388
1437	0.33666819
1438	0.3366662301
1439	0.336637432
1440	0.3366162825
1441	0.3366088671
1442	0.3365789598
1443	0.3365437985
1444	0.3365204818
1445	0.3364975391
1446	0.3364955205
1447	0.3364857796
1448	0.3364509927
1449	0.3364175275
1450	0.3364002833
1451	0.3363851859
1452	0.3363428009
1453	0.3363369664
1454	0.3363112423
1455	0.3362805417
1456	0.3362686613
1457	0.336234052
1458	0.3362203812
1459	0.3361687125
1460	0.3361198628
1461	0.3360881571
1462	0.3360751636
1463	0.3360689586
1464	0.3360686184
1465	0.3360280889
1466	0.3360217151
1467	0.3359889515
1468	0.3359654651
1469	0.3359349566
1470	0.3359069005
1471	0.3359039902
1472	0.3358847451
1473	0.3358837888
1474	0.3358553379
1475	0.3358367646
1476	0.3358227506
1477	0.335782158
1478	0.3357813171
1479	0.335765905
1480	0.3357552806
1481	0.3357335218
1482	0.3357183438
1483	0.335716677
1484	0.3356590191
1485	0.3356178035
1486	0.3355789346
1487	0.3355475281
1488	0.3355252724
1489	0.3355089429
1490	0.3354796414
1491	0.3354403561
1492	0.3354275343
1493	0.3354084499
1494	0.3353438242
1495	0.3353155875
1496	0.3352895587
1497	0.3352703387
1498	0.335239914
1499	0.3352279653
1500	0.3351428899
1501	0.3351188429
1502	0.3350851695
1503	0.3350597482
1504	0.335045201
1505	0.3350395988
1506	0.3350217232
1507	0.3350171865
1508	0.3349866878
1509	0.3349519126
1510	0.3349335215
1511	0.3348944748
1512	0.3348835238
1513	0.3348417324
1514	0.3348410305
1515	0.3348152807
